ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location\
11232488,JB154381,04/01/2015 09:00:00 AM,020XX W IOWA ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1212,012,32,24,11,,,2015,02/17/2018 03:55:23 PM,,,\
11232705,JB154747,08/03/2017 07:50:00 AM,016XX E 84TH PL,0485,BATTERY,AGGRAVATED OF A CHILD,RESIDENCE,false,false,0412,004,8,45,04B,,,2017,02/17/2018 03:55:23 PM,,,\
11232744,JB154832,09/01/2017 12:00:00 PM,027XX W GRANVILLE AVE,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,RESIDENCE,false,false,2413,024,50,2,26,,,2017,02/17/2018 03:55:23 PM,,,\
11232500,JB154487,07/12/2017 03:00:00 PM,114XX S MORGAN ST,0610,BURGLARY,FORCIBLE ENTRY,VACANT LOT/LAND,false,false,2234,022,34,75,05,,,2017,02/17/2018 03:55:23 PM,,,\
11232341,JB154270,12/19/2017 03:58:00 PM,075XX S CALUMET AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,0623,006,6,69,11,,,2017,02/17/2018 03:55:23 PM,,,\
11232583,JB154527,02/12/2017 12:00:00 AM,048XX S LAKE PARK AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,false,false,0222,002,4,39,11,,,2017,02/17/2018 03:55:23 PM,,,\
11231026,JB152500,01/01/2001 12:00:00 AM,050XX N ASHLAND AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,false,2032,020,47,3,02,,,2001,10/27/2018 04:00:07 PM,,,\
11227511,JB138757,01/01/2005 12:01:00 AM,117XX S WALLACE ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,0524,005,34,53,17,,,2005,02/16/2019 03:59:01 PM,,,\
11232548,JB154438,02/09/2017 02:00:00 PM,0000X E 101ST PL,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,0511,005,9,49,05,,,2017,02/17/2018 03:55:23 PM,,,\
11229087,JB149412,02/10/2018 04:00:00 PM,015XX E 55TH ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,CTA PLATFORM,false,false,0234,002,4,41,11,,,2018,02/17/2018 03:55:23 PM,,,\
11044982,JA380144,08/05/2017 08:30:00 PM,003XX E Randolph St,0870,THEFT,POCKET-PICKING,PARK PROPERTY,false,false,0114,001,42,32,06,,,2017,08/12/2017 03:49:53 PM,,,\
11229074,JB149824,02/10/2018 06:30:00 PM,001XX W CONGRESS PKWY,0810,THEFT,OVER $500,CTA TRAIN,false,false,0122,001,2,32,06,,,2018,02/17/2018 03:55:23 PM,,,\
11045368,JA379610,08/05/2017 01:45:00 AM,052XX S INGLESIDE AVE,0880,THEFT,PURSE-SNATCHING,STREET,false,false,0233,002,4,41,06,,,2017,08/12/2017 03:49:53 PM,,,\
11232463,JB154315,12/01/2009 12:00:00 PM,060XX S MENARD AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,false,0812,008,13,64,02,,,2009,02/17/2018 03:55:23 PM,,,\
11232681,JB154509,12/15/2015 02:00:00 PM,046XX W BERTEAU AVE,1155,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,APARTMENT,false,false,1722,017,45,15,11,,,2015,02/17/2018 03:55:23 PM,,,\
11046489,JA381689,08/05/2017 05:00:00 PM,044XX N LAKE SHORE DR NB,0820,THEFT,$500 AND UNDER,PARK PROPERTY,false,false,1914,019,46,3,06,,,2017,08/12/2017 03:49:53 PM,,,\
11046496,JA381093,08/05/2017 04:30:00 PM,003XX E Randolph st,0870,THEFT,POCKET-PICKING,PARK PROPERTY,false,false,0114,001,42,32,06,,,2017,08/12/2017 03:49:53 PM,,,\
11046506,JA381704,08/05/2017 08:00:00 AM,003XX E RANDOLPH ST,0820,THEFT,$500 AND UNDER,OTHER,false,false,0114,001,42,32,06,,,2017,08/12/2017 03:49:53 PM,,,\
11232906,JB154854,11/20/2017 08:00:00 AM,004XX E OHIO ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,false,false,1834,018,42,8,11,,,2017,02/17/2018 03:55:23 PM,,,\
11232310,JB154174,08/31/2017 09:00:00 AM,015XX N FREMONT ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,false,false,1822,018,43,8,07,,,2017,02/17/2018 03:55:23 PM,,,\
11232344,JB154242,10/15/2017 11:00:00 AM,092XX S BURLEY AVE,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,OTHER,false,false,0424,004,10,46,17,,,2017,02/17/2018 03:55:23 PM,,,\
11047815,JA383194,07/19/2003 12:01:00 AM,053XX S MAPLEWOOD AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,0923,009,14,63,20,,,2003,08/12/2017 03:49:53 PM,,,\
11047842,JA383044,08/05/2017 12:00:00 AM,001XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0112,001,42,32,06,,,2017,08/12/2017 03:49:53 PM,,,\
11047891,JA382902,08/05/2017 11:10:00 AM,007XX N Michigan Ave,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,1834,018,42,8,06,,,2017,08/12/2017 03:49:53 PM,,,\
11050829,JA386641,09/01/2012 12:00:00 AM,004XX N RIDGEWAY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1122,011,27,23,11,,,2012,08/12/2017 03:49:53 PM,,,\
11035301,JA368739,07/25/2017 08:00:00 PM,002XX E Randolph St,0820,THEFT,$500 AND UNDER,PARK PROPERTY,false,false,0114,001,42,32,06,,,2017,08/01/2017 03:52:26 PM,,,\
11051185,JA387200,04/10/2015 12:00:00 PM,045XX N KIMBALL AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,APARTMENT,false,false,1724,017,33,14,10,,,2015,08/12/2017 03:49:53 PM,,,\
11051272,JA383332,03/15/2014 12:00:00 AM,004XX E 95TH ST,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,false,false,0633,006,9,49,20,,,2014,08/12/2017 03:49:53 PM,,,\
11036991,JA371001,05/22/2015 12:01:00 AM,017XX N WHIPPLE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,1421,014,26,23,11,,,2015,08/01/2017 03:52:26 PM,,,\
11051274,JA385356,09/01/2015 12:01:00 AM,069XX S YALE AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,0731,007,6,69,20,,,2015,08/12/2017 03:49:53 PM,,,\
11051296,JA385534,06/01/2015 12:00:00 AM,019XX W LAKE ST,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,1223,012,27,28,17,,,2015,08/12/2017 03:49:53 PM,,,\
11051310,JA385303,07/01/2015 12:01:00 AM,011XX N DEARBORN ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,1824,018,42,8,20,,,2015,08/12/2017 03:49:53 PM,,,\
11051313,JA385577,01/01/2015 12:00:00 AM,063XX S WINCHESTER AVE,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,false,false,0726,007,15,67,02,,,2015,08/12/2017 03:49:53 PM,,,\
11051349,JA386728,12/01/2015 07:35:00 PM,011XX W FARWELL AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,false,false,2431,024,49,1,11,,,2015,08/12/2017 03:49:53 PM,,,\
11037294,JA371270,03/18/2015 12:00:00 PM,0000X W WACKER DR,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,false,false,0111,001,42,32,11,,,2015,08/01/2017 03:52:26 PM,,,\
11037400,JA371345,06/15/2015 10:00:00 AM,073XX S SOUTH SHORE DR,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0334,003,7,43,11,,,2015,08/01/2017 03:52:26 PM,,,\
11037459,JA371175,01/01/2008 09:00:00 AM,026XX W ARMITAGE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,1431,014,1,22,11,,,2008,08/01/2017 03:52:26 PM,,,\
11037508,JA361287,03/16/2013 02:00:00 PM,080XX S MERRILL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0414,004,8,46,07,,,2013,08/01/2017 03:52:26 PM,,,\
11037529,JA371603,12/24/2015 05:30:00 PM,016XX W 93RD PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,2221,022,21,73,11,,,2015,08/01/2017 03:52:26 PM,,,\
11231737,JB153259,10/01/2017 10:00:00 AM,066XX S HERMITAGE AVE,1195,DECEPTIVE PRACTICE,FINAN EXPLOIT-ELDERLY/DISABLED,RESIDENCE,false,false,0725,007,15,67,11,,,2017,02/18/2018 03:45:39 PM,,,\
11233153,JB155252,11/13/2017 10:31:00 AM,0000X W 36TH ST,0810,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,false,false,0213,002,3,35,06,,,2017,02/18/2018 03:47:38 PM,,,\
11233092,JB155323,12/16/2017 09:30:00 PM,005XX N MONTICELLO AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,false,false,1122,011,27,23,26,,,2017,02/18/2018 03:47:38 PM,,,\
11233312,JB155575,12/24/2017 03:00:00 PM,059XX W 64TH PL,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0812,008,13,64,06,,,2017,02/18/2018 03:47:38 PM,,,\
11230712,JB151124,02/11/2018 10:00:00 AM,005XX E 104TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0512,005,9,49,08B,,,2018,02/18/2018 03:47:38 PM,,,\
11233209,JB155522,08/21/2017 10:00:00 AM,072XX S CAMPBELL AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,false,false,0832,008,18,66,11,,,2017,02/18/2018 03:47:38 PM,,,\
11233183,JB155455,02/16/2016 09:00:00 AM,029XX W AUGUSTA BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1211,012,26,24,07,,,2016,02/18/2018 03:47:38 PM,,,\
11233337,JB154357,05/01/2017 05:00:00 PM,047XX N MALDEN ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,false,1913,019,46,3,02,,,2017,02/18/2018 03:47:38 PM,,,\
11233253,JB155577,10/01/2017 06:00:00 PM,012XX S KEDVALE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VACANT LOT/LAND,false,false,1011,010,24,29,07,,,2017,02/18/2018 03:47:38 PM,,,\
11233154,JB155334,08/08/2015 12:00:00 PM,050XX W 55TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,0814,008,23,56,07,,,2015,02/18/2018 03:47:38 PM,,,\
11233094,JB155324,12/05/2017 09:00:00 AM,017XX N LOCKWOOD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,2532,025,37,25,26,,,2017,02/18/2018 03:47:38 PM,,,\
11233432,JB155473,06/16/2016 11:40:00 AM,080XX S EBERHART AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0631,006,6,44,11,,,2016,02/18/2018 03:47:38 PM,,,\
11233455,JB155579,12/10/2017 02:00:00 PM,049XX S PULASKI RD,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,SIDEWALK,false,false,0815,008,14,57,26,,,2017,02/18/2018 03:47:38 PM,,,\
1930689,HH109118,01/05/2002 09:24:00 PM,007XX E 103 ST,0820,THEFT,$500 AND UNDER,GAS STATION,true,false,0512,005,,,06,,,2002,02/04/2016 06:33:39 AM,,,\
11233198,JB155475,05/14/2017 12:00:00 AM,077XX S RHODES AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0624,006,6,69,05,,,2017,02/18/2018 03:47:38 PM,,,\
11234034,JB156576,06/24/2017 09:00:00 AM,048XX N AUSTIN AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,OTHER,false,false,1622,016,45,11,11,,,2017,02/19/2018 03:55:38 PM,,,\
11233682,JB154368,09/25/2017 12:00:00 PM,041XX N MARINE DR,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,COMMERCIAL / BUSINESS OFFICE,true,false,1915,019,46,3,11,,,2017,10/30/2018 04:11:55 PM,,,\
11038135,JA372338,11/16/2013 12:00:00 AM,007XX E 103RD PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,0512,005,9,50,11,,,2013,08/02/2017 03:54:51 PM,,,\
11038365,JA372577,06/17/2009 09:00:00 AM,007XX W 118TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0524,005,34,53,11,,,2009,08/02/2017 03:54:51 PM,,,\
11038613,JA371551,06/01/2014 09:00:00 AM,051XX N KEATING AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,false,false,1712,017,39,14,11,,,2014,08/02/2017 03:54:51 PM,,,\
11038630,HZ570211,01/01/2015 12:01:00 AM,114XX S EMERALD AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,2233,022,34,49,20,,,2015,08/02/2017 03:54:51 PM,,,\
11038667,JA372875,01/01/2015 09:00:00 AM,025XX W TOUHY AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,false,false,2411,024,50,2,11,,,2015,08/02/2017 03:54:51 PM,,,\
11038676,JA372963,09/01/2014 09:00:00 AM,068XX S WINCHESTER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,false,false,0726,007,17,67,11,,,2014,08/02/2017 03:54:51 PM,,,\
11039122,JA371416,01/01/2015 12:01:00 AM,026XX W WARREN BLVD,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,1222,012,2,27,20,,,2015,08/02/2017 03:54:51 PM,,,\
11039125,JA371523,01/01/2015 12:01:00 AM,023XX S OAKLEY AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,1034,010,25,31,17,,,2015,08/02/2017 03:54:51 PM,,,\
11039128,JA371681,08/01/2015 12:01:00 AM,039XX N LAWNDALE AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,"SCHOOL, PUBLIC, BUILDING",false,false,1732,017,39,16,20,,,2015,08/02/2017 03:54:51 PM,,,\
11039140,JA371686,01/01/2010 12:00:00 AM,055XX W FARRAGUT AVE,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,false,false,1623,016,45,11,02,,,2010,08/02/2017 03:54:51 PM,,,\
11039142,JA371468,01/01/2015 12:01:00 AM,041XX S ALBANY AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,0921,009,14,58,20,,,2015,08/02/2017 03:54:51 PM,,,\
11039143,JA371714,11/01/2015 12:01:00 AM,011XX N KOSTNER AVE,1585,SEX OFFENSE,OTHER,RESIDENCE,false,false,1111,011,37,23,17,,,2015,08/02/2017 03:54:51 PM,,,\
11039147,JA373121,01/01/2015 12:01:00 AM,020XX N LONG AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,2515,025,37,19,17,,,2015,08/02/2017 03:54:51 PM,,,\
11039239,JA373435,04/14/2014 12:01:00 AM,031XX N SPRINGFIELD AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,false,false,2523,025,31,21,02,,,2014,08/02/2017 03:54:51 PM,,,\
11039144,JA371577,01/01/2016 12:01:00 AM,080XX S MARQUETTE AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,true,0422,004,7,46,02,,,2016,08/05/2017 03:48:26 PM,,,\
9648188,HX215795,04/08/2014 02:47:43 PM,050XX W LAWRENCE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,true,false,1623,016,45,11,18,,,2014,08/05/2017 03:48:26 PM,,,\
11039129,JA371623,01/01/2014 12:01:00 AM,049XX W POTOMAC AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,true,2533,025,37,25,20,,,2014,08/09/2017 03:49:49 PM,,,\
11039131,JA371830,12/04/2015 12:01:00 AM,008XX N ST LOUIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,false,1121,011,27,23,08B,,,2015,08/09/2017 03:49:49 PM,,,\
11039145,JA372904,01/01/2015 12:01:00 AM,071XX S FRANCISCO AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,true,0831,008,18,66,02,,,2015,01/16/2018 04:00:46 PM,,,\
11233444,JB155469,05/15/2017 11:30:00 AM,080XX S EBERHART AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,false,false,0631,006,6,44,11,,,2017,02/18/2018 03:47:38 PM,,,\
11046469,JA381558,08/06/2017 04:00:00 AM,022XX S DR MARTIN LUTHER KING JR DR,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,false,false,0132,001,2,33,06,,,2017,08/25/2017 03:48:04 PM,,,\
11048968,JA384014,08/06/2017 02:45:00 PM,026XX N WAYNE AVE,0810,THEFT,OVER $500,RESIDENCE,false,false,1932,019,32,7,06,,,2017,08/13/2017 03:52:59 PM,,,\
11235467,JB158676,12/14/2017 02:00:00 PM,055XX N CLARK ST,0890,THEFT,FROM BUILDING,ANIMAL HOSPITAL,false,false,2013,020,48,77,06,,,2017,02/21/2018 03:57:53 PM,,,\
11051923,JA388006,08/25/2015 12:01:00 AM,014XX N LAVERGNE AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,2533,025,37,25,20,,,2015,08/13/2017 03:52:59 PM,,,\
11051925,JA387941,01/01/2012 12:01:00 AM,052XX N SHERIDAN RD,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,false,2023,020,48,77,02,,,2012,08/13/2017 03:52:59 PM,,,\
11051950,JA388053,06/15/2015 12:01:00 AM,053XX W CONGRESS PKWY,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,1522,015,29,25,20,,,2015,08/13/2017 03:52:59 PM,,,\
11051933,JA388030,09/02/2015 12:01:00 AM,055XX W GLADYS AVE,1590,SEX OFFENSE,ATT AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,1522,015,29,25,17,,,2015,08/22/2017 03:53:44 PM,,,\
11052294,JA387470,08/04/2017 09:00:00 AM,0000X E OAK ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,false,false,1824,018,42,8,11,,,2017,08/13/2017 03:52:59 PM,,,\
11052313,JA387525,08/06/2017 01:00:00 AM,0000X W ILLINOIS ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,false,false,1831,018,42,8,06,,,2017,08/13/2017 03:52:59 PM,,,\
11033232,JA365831,07/27/2017 02:00:00 PM,027XX W ESTES AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,2411,024,50,2,06,,,2017,08/03/2017 03:52:36 PM,,,\
11046181,JA381358,08/07/2017 01:00:00 PM,035XX S DAN RYAN EXPY OB,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0915,009,3,34,08B,,,2017,08/14/2017 04:00:25 PM,,,\
11234204,JB153531,11/01/2017 12:01:00 AM,038XX W 61ST PL,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,true,false,0823,008,13,65,02,,,2017,05/28/2018 03:46:35 PM,,,\
11051926,JA387924,01/01/2014 12:01:00 AM,070XX S LAFLIN ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,true,0734,007,17,67,02,,,2014,03/14/2019 03:58:00 PM,,,\
11232733,JB154852,02/09/2018 07:55:00 AM,002XX W WASHINGTON ST,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,false,false,0122,001,42,32,06,,,2018,02/19/2018 03:53:22 PM,,,\
11233181,JB155401,10/04/2017 12:01:00 AM,006XX N WALLER AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,1511,015,29,25,11,,,2017,02/19/2018 03:53:22 PM,,,\
11231791,JB152973,02/12/2018 03:10:00 PM,067XX S SOUTH SHORE DR,0810,THEFT,OVER $500,RESIDENCE,false,false,0331,003,5,43,06,,,2018,02/19/2018 03:55:38 PM,,,\
11234165,JB156538,01/01/2014 02:00:00 PM,017XX N KEDZIE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1421,014,26,23,11,,,2014,02/19/2018 03:55:38 PM,,,\
11233971,JB156694,11/28/2017 12:10:00 PM,0000X E SCOTT ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,1824,018,43,8,08A,,,2017,02/19/2018 03:55:38 PM,,,\
11039565,JA373932,07/15/2015 09:00:00 AM,017XX W 101ST ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,2213,022,19,72,11,,,2015,08/03/2017 03:52:36 PM,,,\
11039570,JA373971,01/01/2015 12:01:00 AM,044XX N KIMBALL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,1723,017,33,14,11,,,2015,08/03/2017 03:52:36 PM,,,\
11039580,JA373910,07/17/2015 10:30:00 PM,061XX W DAKIN ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,false,1633,016,38,17,02,,,2015,08/03/2017 03:52:36 PM,,,\
11234205,JB153433,01/01/2017 12:01:00 AM,010XX N DRAKE AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,false,false,1121,011,27,23,20,,,2017,02/19/2018 03:55:38 PM,,,\
11040129,JA374069,06/02/2014 11:00:00 AM,053XX W WARNER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1624,016,38,15,11,,,2014,08/03/2017 03:52:36 PM,,,\
10898827,HW262738,05/06/2013 02:45:00 PM,090XX S HOUSTON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0424,004,10,46,18,,,2013,08/05/2017 03:48:26 PM,,,\
11233989,JB156575,03/01/2016 12:00:00 AM,016XX S MICHIGAN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,0131,001,2,33,26,,,2016,02/19/2018 03:55:38 PM,,,\
11234161,JB156598,01/11/2010 06:20:00 PM,057XX S BISHOP ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,0713,007,16,67,11,,,2010,02/19/2018 03:55:38 PM,,,\
11231801,JB153005,02/12/2018 06:35:00 PM,035XX N GREENVIEW AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,false,false,1922,019,44,6,26,,,2018,02/19/2018 03:55:38 PM,,,\
11234225,JB134522,11/20/2017 06:09:00 PM,060XX S FRANCISCO AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,true,0823,008,15,66,20,,,2017,08/02/2018 03:50:34 PM,,,\
11234221,JB153273,09/06/2016 12:01:00 AM,083XX S KENTON AVE,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,false,true,0834,008,18,70,02,,,2016,11/07/2018 04:13:47 PM,,,\
11234041,JB156629,05/23/2016 09:00:00 AM,048XX N AUSTIN AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,OTHER,false,false,1622,016,45,11,11,,,2016,02/19/2018 03:55:38 PM,,,\
11233947,JB156670,04/01/2017 09:00:00 AM,042XX W ROOSEVELT RD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1132,011,24,29,26,,,2017,02/19/2018 03:55:38 PM,,,\
11228759,JB149327,09/15/2017 12:00:00 AM,102XX S EGGLESTON AVE,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,RESIDENCE,false,false,2232,022,9,73,26,,,2017,02/20/2018 04:02:31 PM,,,\
11239151,JB160169,10/18/2017 03:13:00 PM,015XX E 53RD ST,1120,DECEPTIVE PRACTICE,FORGERY,BANK,false,false,0234,002,4,41,10,,,2017,02/24/2018 03:54:24 PM,,,\
11234919,JB157954,08/22/2016 10:00:00 AM,037XX W 81ST ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,false,false,0834,008,18,70,11,,,2016,02/20/2018 04:02:31 PM,,,\
11234996,JB157224,02/13/2018 02:30:00 PM,121XX S INDIANA AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0532,005,9,53,06,,,2018,02/20/2018 04:02:31 PM,,,\
11234480,JB157308,01/31/2014 12:01:00 AM,0000X E 121ST PL,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,RESIDENCE,false,false,0532,005,9,53,26,,,2014,02/20/2018 04:02:31 PM,,,\
11232168,JB152901,06/24/2017 12:01:00 AM,064XX S CLAREMONT AVE,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,RESIDENCE,false,false,0825,008,15,66,26,,,2017,02/20/2018 04:02:31 PM,,,\
11234628,JB157501,12/15/2017 08:13:00 PM,058XX S DORCHESTER AVE,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,false,false,0235,002,5,41,10,,,2017,02/20/2018 04:02:31 PM,,,\
11234477,JB157306,05/13/2017 12:01:00 AM,070XX S VERNON AVE,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,RESIDENCE,false,false,0322,003,6,69,26,,,2017,02/20/2018 04:02:31 PM,,,\
